 min,protein code,molecular feature z score neg,,max,protein code,molecular feature z score pos,File number
min,YER100W_idr_2,-9.227701017,,max,YER100W_idr_2,1.912620084,
min,YER101C_idr_1,-3.045192632,,max,YER101C_idr_1,2.860534091,
min,YER103W_idr_2,-6.098924769,,max,YER103W_idr_2,5.520862985,
min,YER104W_idr_3,-7.681681289,,max,YER104W_idr_3,3.980277988,
min,YER105C_idr_1,-6.324960174,,max,YER105C_idr_1,5.801459918,
min,YER105C_idr_15,-1.956159178,,max,YER105C_idr_15,4.19038556,
min,YER111C_idr_1,-2.034416698,,max,YER111C_idr_1,2.983407762,
min,YER111C_idr_10,-4.132080005,,max,YER111C_idr_10,3.813261284,
min,YER111C_idr_12,-13.00328127,,max,YER111C_idr_12,6.603349061,
min,YER111C_idr_18,-4.239327352,,max,YER111C_idr_18,7.603911899,
min,YER111C_idr_2,-3.277102028,,max,YER111C_idr_2,1.906724054,
min,YER111C_idr_9,-5.060249713,,max,YER111C_idr_9,2.726810514,
min,YER112W_idr_1,-13.41708952,,max,YER112W_idr_1,6.434531404,
min,YER113C_idr_1,-5.451339089,,max,YER113C_idr_1,3.402651515,
min,YER114C_idr_1,-2.597954251,,max,YER114C_idr_1,3.105786993,
min,YER114C_idr_2,-4.578239772,,max,YER114C_idr_2,6.620189004,
min,YER114C_idr_3,-6.514512039,,max,YER114C_idr_3,4.01935039,
min,YER114C_idr_5,-7.933649406,,max,YER114C_idr_5,4.150924654,
min,YER116C_idr_1,-14.60022608,,max,YER116C_idr_1,3.735837684,
min,YER116C_idr_3,-2.01434016,,max,YER116C_idr_3,3.862621615,1404-1503
min,YER118C_idr_2,-7.749944878,,max,YER118C_idr_2,5.880718105,
min,YER119C_idr_2,-4.115827395,,max,YER119C_idr_2,4.690296937,
min,YER120W_idr_2,-10.23998504,,max,YER120W_idr_2,4.238360255,
min,YER122C_idr_2,-11.21546533,,max,YER122C_idr_2,5.320333714,
min,YER123W_idr_5,-12.12882043,,max,YER123W_idr_5,7.371485853,
min,YER124C_idr_4,-4.062535999,,max,YER124C_idr_4,3.5617408,
min,YER125W_idr_2,-9.930627652,,max,YER125W_idr_2,5.500064444,
min,YER125W_idr_3,-4.674253739,,max,YER125W_idr_3,1.886876156,
min,YER127W_idr_3,-11.01544294,,max,YER127W_idr_3,2.3800224,
min,YER128W_idr_2,-14.5953936,,max,YER128W_idr_2,3.838938225,
min,YER129W_idr_1,-4.161770588,,max,YER129W_idr_1,3.303426105,
min,YER129W_idr_6,-3.20668654,,max,YER129W_idr_6,5.150671167,
min,YER132C_idr_12,-7.967685989,,max,YER132C_idr_12,1.585550679,
min,YER132C_idr_13,-3.607997773,,max,YER132C_idr_13,6.244767838,
min,YER132C_idr_3,-16.22754489,,max,YER132C_idr_3,1.79874903,
min,YER132C_idr_4,-4.826350064,,max,YER132C_idr_4,3.872112366,
min,YER132C_idr_5,-9.033767785,,max,YER132C_idr_5,9.326362144,
min,YER140W_idr_1,-4.222143559,,max,YER140W_idr_1,2.778936301,
min,YER140W_idr_3,-3.774552544,,max,YER140W_idr_3,2.258289348,
min,YER141W_idr_1,-6.553797084,,max,YER141W_idr_1,2.560810183,
min,YER143W_idr_6,-3.659079714,,max,YER143W_idr_6,3.475952394,
min,YER144C_idr_2,-10.72825328,,max,YER144C_idr_2,7.195618906,
min,YER145C_idr_5,-3.482759549,,max,YER145C_idr_5,1.620304465,
min,YER150W_idr_1,-1.810689313,,max,YER150W_idr_1,9.251286839,
min,YER151C_idr_1,-7.161841733,,max,YER151C_idr_1,7.074953533,
min,YER151C_idr_3,-2.445281141,,max,YER151C_idr_3,4.079168974,
min,YER154W_idr_1,-8.76317565,,max,YER154W_idr_1,4.51494345,
min,YER154W_idr_4,-9.428097724,,max,YER154W_idr_4,2.911433584,
min,YER155C_idr_1,-14.28132304,,max,YER155C_idr_1,5.662870206,
min,YER155C_idr_12,-4.977209809,,max,YER155C_idr_12,3.224875026,
min,YER155C_idr_21,-17.05326128,,max,YER155C_idr_21,2.282857954,
min,YER155C_idr_23,-4.390437388,,max,YER155C_idr_23,7.184602489,
min,YER155C_idr_7,-4.255077626,,max,YER155C_idr_7,3.979308325,
min,YER155C_idr_9,-4.573279691,,max,YER155C_idr_9,1.930125664,
min,YER157W_idr_1,-7.286073007,,max,YER157W_idr_1,12.25267685,
min,YER157W_idr_5,-7.044947724,,max,YER157W_idr_5,1.864821047,
min,YER158C_idr_1,-2.602005773,,max,YER158C_idr_1,3.763184243,
min,YER158C_idr_10,-1.119267452,,max,YER158C_idr_10,7.406906167,
min,YER158C_idr_2,-3.204541892,,max,YER158C_idr_2,3.835680688,
min,YER159C_idr_1,-12.08346108,,max,YER159C_idr_1,3.719731507,
min,YER161C_idr_1,-16.20423411,,max,YER161C_idr_1,4.128780603,
min,YER161C_idr_2,-11.11411838,,max,YER161C_idr_2,4.749698393,
min,YER162C_idr_3,-9.897445479,,max,YER162C_idr_3,3.192143382,
min,YER162C_idr_8,-4.512892801,,max,YER162C_idr_8,5.386988766,
min,YER164W_idr_12,-4.351609353,,max,YER164W_idr_12,3.24287335,
min,YER164W_idr_5,-17.22004729,,max,YER164W_idr_5,1.704454337,
min,YER164W_idr_7,-6.797784242,,max,YER164W_idr_7,2.163114386,
min,YER164W_idr_8,-3.838651952,,max,YER164W_idr_8,4.558251469,
min,YER164W_idr_9,-13.12923901,,max,YER164W_idr_9,2.837010198,
min,YER165W_idr_1,-4.405240142,,max,YER165W_idr_1,2.506666942,
min,YER165W_idr_4,-9.955273358,,max,YER165W_idr_4,3.113412045,
min,YER165W_idr_5,-7.667845854,,max,YER165W_idr_5,2.58275462,
min,YER166W_idr_1,-2.822654717,,max,YER166W_idr_1,3.061613476,
min,YER166W_idr_11,-6.864688115,,max,YER166W_idr_11,1.557470571,
min,YER166W_idr_3,-7.381218752,,max,YER166W_idr_3,1.241341153,
min,YER166W_idr_4,-9.583361052,,max,YER166W_idr_4,7.620059542,
min,YER167W_idr_3,-6.09493714,,max,YER167W_idr_3,2.106587798,
min,YER167W_idr_5,-3.896596832,,max,YER167W_idr_5,6.121326631,
min,YER167W_idr_6,-6.002426572,,max,YER167W_idr_6,6.468596736,
min,YER169W_idr_3,-8.118218244,,max,YER169W_idr_3,3.614870266,
min,YER169W_idr_5,-3.197347937,,max,YER169W_idr_5,7.358687858,
min,YER171W_idr_2,-10.05679877,,max,YER171W_idr_2,4.711630458,
min,YER172C_idr_18,-2.108830177,,max,YER172C_idr_18,4.105121782,
min,YER172C_idr_2,-3.328034311,,max,YER172C_idr_2,1.56623455,
min,YER172C_idr_20,-7.804126832,,max,YER172C_idr_20,4.251329538,
min,YER173W_idr_1,-11.16439469,,max,YER173W_idr_1,1.88432198,
min,YER173W_idr_7,-4.949604389,,max,YER173W_idr_7,6.739316114,
min,YER176W_idr_15,-2.766408299,,max,YER176W_idr_15,2.78151593,
min,YER176W_idr_2,-9.566199556,,max,YER176W_idr_2,4.507013261,
min,YER176W_idr_8,-6.189500566,,max,YER176W_idr_8,1.965449461,
min,YER178W_idr_1,-4.244871647,,max,YER178W_idr_1,3.103338559,
min,YER180C_idr_2,-5.897002476,,max,YER180C_idr_2,2.522274865,
min,YER182W_idr_1,-8.395796962,,max,YER182W_idr_1,2.628913778,
min,YFL002C_idr_4,-5.312948304,,max,YFL002C_idr_4,1.867515425,
min,YFL003C_idr_2,-2.751127117,,max,YFL003C_idr_2,2.660564168,
min,YFL003C_idr_4,-2.964867597,,max,YFL003C_idr_4,1.810344966,
min,YFL004W_idr_5,-7.011141203,,max,YFL004W_idr_5,1.359983057,
min,YFL004W_idr_7,-3.524330511,,max,YFL004W_idr_7,3.070840279,
min,YFL007W_idr_1,-9.075778041,,max,YFL007W_idr_1,2.663613971,
min,YFL007W_idr_10,-4.46024438,,max,YFL007W_idr_10,2.422788465,
min,YFL007W_idr_20,-6.125551563,,max,YFL007W_idr_20,3.296974606,
min,YFL007W_idr_24,-6.447494349,,max,YFL007W_idr_24,2.227515954,
min,YFL007W_idr_3,-5.479271288,,max,YFL007W_idr_3,2.071319787,
min,YFL008W_idr_4,-9.464866664,,max,YFL008W_idr_4,2.01595395,
min,YFL009W_idr_1,-4.420210205,,max,YFL009W_idr_1,6.831156776,
min,YFL010C_idr_2,-3.156007799,,max,YFL010C_idr_2,6.637622487,
min,YFL013C_idr_1,-7.295022142,,max,YFL013C_idr_1,4.012614366,
min,YFL013C_idr_4,-2.062004767,,max,YFL013C_idr_4,4.417313029,
min,YFL014W_idr_7,-4.992103189,,max,YFL014W_idr_7,1.249014555,
min,YFL016C_idr_1,-9.668951247,,max,YFL016C_idr_1,3.243502516,
min,YFL016C_idr_3,-6.481610256,,max,YFL016C_idr_3,3.937355538,
min,YFL016C_idr_4,-5.003583554,,max,YFL016C_idr_4,3.027039073,
min,YFL021W_idr_2,-1.920794652,,max,YFL021W_idr_2,5.472006396,
min,YFL021W_idr_3,-2.977672808,,max,YFL021W_idr_3,5.45665925,
min,YFL021W_idr_4,-6.60176457,,max,YFL021W_idr_4,6.189676179,
min,YFL023W_idr_11,-1.810160202,,max,YFL023W_idr_11,5.146454215,
min,YFL023W_idr_15,-3.597706327,,max,YFL023W_idr_15,3.097350892,
min,YFL023W_idr_2,-4.042147925,,max,YFL023W_idr_2,4.027591811,
min,YFL024C_idr_1,-3.660831102,,max,YFL024C_idr_1,2.893132643,
min,YFL024C_idr_6,-7.709640918,,max,YFL024C_idr_6,7.86931237,1504-1603
min,YFL024C_idr_9,-5.135713135,,max,YFL024C_idr_9,6.260193031,
min,YFL025C_idr_1,-3.847073718,,max,YFL025C_idr_1,2.592525215,
min,YFL026W_idr_2,-4.362269699,,max,YFL026W_idr_2,2.01585639,
min,YFL026W_idr_4,-8.569553046,,max,YFL026W_idr_4,2.607181872,
min,YFL027C_idr_1,-3.573254376,,max,YFL027C_idr_1,1.707997139,
min,YFL033C_idr_1,-3.950992506,,max,YFL033C_idr_1,2.794092307,
min,YFL033C_idr_15,-8.543236948,,max,YFL033C_idr_15,4.088631702,
min,YFL033C_idr_22,-4.736427949,,max,YFL033C_idr_22,4.748219172,
min,YFL033C_idr_4,-4.342519593,,max,YFL033C_idr_4,5.518026164,
min,YFL033C_idr_5,-2.492093867,,max,YFL033C_idr_5,2.88455347,
min,YFL033C_idr_8,-5.474210706,,max,YFL033C_idr_8,5.5705939,
min,YFL034C-B_idr_1,-4.722286513,,max,YFL034C-B_idr_1,11.36172704,
min,YFL034W_idr_1,-3.443281231,,max,YFL034W_idr_1,4.162402123,
min,YFL034W_idr_11,-5.085734259,,max,YFL034W_idr_11,2.720277898,
min,YFL034W_idr_3,-7.805942226,,max,YFL034W_idr_3,3.290111236,
min,YFL034W_idr_6,-4.525374984,,max,YFL034W_idr_6,10.34562603,
min,YFL034W_idr_9,-6.147434037,,max,YFL034W_idr_9,3.612004077,
min,YFL036W_idr_1,-9.093693224,,max,YFL036W_idr_1,3.208902364,
min,YFL036W_idr_10,-9.444333003,,max,YFL036W_idr_10,1.989750488,
min,YFL036W_idr_8,-5.566001614,,max,YFL036W_idr_8,1.736325643,
min,YFL038C_idr_2,-3.572755674,,max,YFL038C_idr_2,3.70442515,
min,YFL040W_idr_3,-6.143953381,,max,YFL040W_idr_3,2.622769386,
min,YFL042C_idr_1,-1.506800941,,max,YFL042C_idr_1,8.47287943,
min,YFL042C_idr_2,-3.219484268,,max,YFL042C_idr_2,4.240845013,
min,YFL042C_idr_3,-5.549217055,,max,YFL042C_idr_3,2.939066428,
min,YFL047W_idr_4,-17.13475321,,max,YFL047W_idr_4,3.67273437,
min,YFL047W_idr_5,-6.737395706,,max,YFL047W_idr_5,3.720757914,
min,YFL048C_idr_1,-6.921132474,,max,YFL048C_idr_1,2.685940926,
min,YFL049W_idr_5,-3.894569216,,max,YFL049W_idr_5,2.51908787,
min,YFR001W_idr_1,-6.438879056,,max,YFR001W_idr_1,2.229471295,
min,YFR001W_idr_3,-3.332391136,,max,YFR001W_idr_3,2.687276243,
min,YFR002W_idr_5,-3.974317173,,max,YFR002W_idr_5,2.675980098,
min,YFR003C_idr_6,-4.211876327,,max,YFR003C_idr_6,1.920053801,
min,YFR006W_idr_1,-3.261686388,,max,YFR006W_idr_1,7.707016906,
min,YFR013W_idr_1,-16.49244839,,max,YFR013W_idr_1,4.857905319,
min,YFR013W_idr_7,-10.65928528,,max,YFR013W_idr_7,2.974621757,
min,YFR013W_idr_8,-2.12792548,,max,YFR013W_idr_8,8.775656201,
min,YFR014C_idr_2,-3.776568727,,max,YFR014C_idr_2,2.313947971,
min,YFR015C_idr_2,-20.82037052,,max,YFR015C_idr_2,1.353598868,
min,YFR016C_idr_11,-2.814643468,,max,YFR016C_idr_11,2.769737554,
min,YFR016C_idr_3,-4.046829305,,max,YFR016C_idr_3,8.382509059,
min,YFR019W_idr_1,-2.416452501,,max,YFR019W_idr_1,6.50503723,
min,YFR019W_idr_11,-4.529081071,,max,YFR019W_idr_11,4.958327453,
min,YFR019W_idr_14,-4.997733002,,max,YFR019W_idr_14,6.956443453,
min,YFR019W_idr_3,-6.35883149,,max,YFR019W_idr_3,3.418982825,
min,YFR019W_idr_4,-5.753359276,,max,YFR019W_idr_4,2.519983371,
min,YFR022W_idr_3,-7.066148302,,max,YFR022W_idr_3,2.307618256,
min,YFR022W_idr_5,-2.306630201,,max,YFR022W_idr_5,9.998169221,
min,YFR022W_idr_6,-3.032447136,,max,YFR022W_idr_6,6.413827124,
min,YFR023W_idr_1,-3.517009718,,max,YFR023W_idr_1,3.543736566,
min,YFR023W_idr_3,-1.920871689,,max,YFR023W_idr_3,2.641339362,
min,YFR023W_idr_4,-4.95182467,,max,YFR023W_idr_4,4.232880834,
min,YFR023W_idr_6,-7.811395047,,max,YFR023W_idr_6,4.357989042,
min,YFR024C-A_idr_2,-9.467879663,,max,YFR024C-A_idr_2,10.7310654,
min,YFR028C_idr_2,-13.84170827,,max,YFR028C_idr_2,1.5584164,
min,YFR029W_idr_2,-6.903753889,,max,YFR029W_idr_2,3.853131809,
min,YFR029W_idr_3,-5.633573677,,max,YFR029W_idr_3,2.245310885,
min,YFR032C_idr_4,-2.085126521,,max,YFR032C_idr_4,6.927635673,
min,YFR034C_idr_3,-4.612588044,,max,YFR034C_idr_3,7.365160908,
min,YFR037C_idr_1,-5.469090883,,max,YFR037C_idr_1,4.135353131,
min,YFR037C_idr_2,-3.461784919,,max,YFR037C_idr_2,4.549705993,
min,YFR037C_idr_3,-3.643204389,,max,YFR037C_idr_3,2.096719923,
min,YFR037C_idr_7,-6.829186698,,max,YFR037C_idr_7,2.979094498,
min,YFR038W_idr_1,-9.136440791,,max,YFR038W_idr_1,4.402772431,
min,YFR038W_idr_2,-7.336014432,,max,YFR038W_idr_2,3.133205179,
min,YFR038W_idr_7,-5.105359566,,max,YFR038W_idr_7,2.537759241,
min,YFR039C_idr_2,-4.888339781,,max,YFR039C_idr_2,6.503410054,
min,YFR040W_idr_10,-13.89837783,,max,YFR040W_idr_10,1.718126553,
min,YFR040W_idr_4,-2.11737074,,max,YFR040W_idr_4,3.713308364,
min,YFR040W_idr_5,-11.96368272,,max,YFR040W_idr_5,4.052858417,
min,YFR040W_idr_7,-3.54612297,,max,YFR040W_idr_7,7.538559771,
min,YFR041C_idr_3,-3.046552767,,max,YFR041C_idr_3,2.743793288,
min,YFR046C_idr_2,-10.64137256,,max,YFR046C_idr_2,2.990534898,
min,YFR048W_idr_3,-7.10463095,,max,YFR048W_idr_3,24.4976998,
min,YFR048W_idr_6,-5.106404772,,max,YFR048W_idr_6,3.655224286,
min,YFR051C_idr_2,-21.28013425,,max,YFR051C_idr_2,4.481555414,
min,YGL003C_idr_1,-18.92440498,,max,YGL003C_idr_1,1.564498084,
min,YGL003C_idr_3,-5.055266006,,max,YGL003C_idr_3,2.224941903,
min,YGL006W_idr_2,-2.97822942,,max,YGL006W_idr_2,2.413925161,
min,YGL006W_idr_9,-1.809784294,,max,YGL006W_idr_9,3.85713839,
min,YGL008C_idr_1,-6.854677023,,max,YGL008C_idr_1,3.041468883,
min,YGL009C_idr_2,-4.273772396,,max,YGL009C_idr_2,2.324070111,
min,YGL013C_idr_1,-7.562756736,,max,YGL013C_idr_1,2.897912878,
min,YGL013C_idr_10,-2.63023477,,max,YGL013C_idr_10,3.428939897,
min,YGL013C_idr_11,-5.737438251,,max,YGL013C_idr_11,3.755969577,
min,YGL013C_idr_16,-2.401321257,,max,YGL013C_idr_16,5.472732549,
min,YGL013C_idr_19,-3.909813226,,max,YGL013C_idr_19,4.189152486,
min,YGL014W_idr_1,-10.00908532,,max,YGL014W_idr_1,5.154641267,
min,YGL017W_idr_3,-4.132648542,,max,YGL017W_idr_3,4.421213493,
min,YGL021W_idr_6,-3.319717832,,max,YGL021W_idr_6,2.834608672,
min,YGL022W_idr_5,-3.790083188,,max,YGL022W_idr_5,1.814261023,
min,YGL023C_idr_1,-2.229164764,,max,YGL023C_idr_1,8.597652807,
min,YGL023C_idr_4,-3.842915801,,max,YGL023C_idr_4,5.956792801,
min,YGL023C_idr_6,-5.806390767,,max,YGL023C_idr_6,3.012419913,
min,YGL025C_idr_2,-13.77680916,,max,YGL025C_idr_2,7.609487562,
min,YGL027C_idr_1,-6.893820477,,max,YGL027C_idr_1,9.49082515,
min,YGL028C_idr_1,-8.131699888,,max,YGL028C_idr_1,7.583918557,
min,YGL031C_idr_2,-9.380972469,,max,YGL031C_idr_2,1.021223766,
min,YGL035C_idr_7,-9.32720718,,max,YGL035C_idr_7,7.161467165,
min,YGL035C_idr_8,-7.235560706,,max,YGL035C_idr_8,5.232544037,1604-1703
min,YGL036W_idr_4,-7.083318147,,max,YGL036W_idr_4,7.773264721,
min,YGL038C_idr_1,-4.601809107,,max,YGL038C_idr_1,1.398645983,
min,YGL038C_idr_4,-3.166489292,,max,YGL038C_idr_4,2.370054759,
min,YGL043W_idr_2,-4.407359396,,max,YGL043W_idr_2,6.51912748,
min,YGL044C_idr_2,-6.971706672,,max,YGL044C_idr_2,5.865223106,
min,YGL045W_idr_4,-4.997382424,,max,YGL045W_idr_4,2.96810395,
min,YGL045W_idr_5,-1.875635302,,max,YGL045W_idr_5,2.54063108,
min,YGL045W_idr_7,-4.929728438,,max,YGL045W_idr_7,2.099727158,
min,YGL049C_idr_1,-4.733723142,,max,YGL049C_idr_1,8.157011239,
min,YGL049C_idr_5,-6.45697687,,max,YGL049C_idr_5,3.748304353,
min,YGL050W_idr_5,-11.90883577,,max,YGL050W_idr_5,1.139794975,
min,YGL055W_idr_2,-3.758439182,,max,YGL055W_idr_2,3.457670634,
min,YGL055W_idr_3,-5.433673848,,max,YGL055W_idr_3,2.392043464,
min,YGL056C_idr_1,-6.753509081,,max,YGL056C_idr_1,6.406928894,
min,YGL056C_idr_2,-4.778202627,,max,YGL056C_idr_2,5.142002268,
min,YGL060W_idr_2,-7.006339751,,max,YGL060W_idr_2,6.399974151,
min,YGL064C_idr_1,-14.64420939,,max,YGL064C_idr_1,3.013873481,
min,YGL064C_idr_2,-7.427105872,,max,YGL064C_idr_2,2.228587369,
min,YGL066W_idr_1,-2.974642411,,max,YGL066W_idr_1,1.92189413,
min,YGL066W_idr_3,-1.931794282,,max,YGL066W_idr_3,8.049028145,
min,YGL066W_idr_5,-3.687736056,,max,YGL066W_idr_5,4.664832951,
min,YGL066W_idr_6,-9.705756531,,max,YGL066W_idr_6,5.307284907,
min,YGL068W_idr_1,-10.6780077,,max,YGL068W_idr_1,3.072559719,
min,YGL071W_idr_5,-9.759433675,,max,YGL071W_idr_5,4.179498156,
min,YGL071W_idr_6,-8.057266193,,max,YGL071W_idr_6,3.141145081,
min,YGL073W_idr_1,-8.524603314,,max,YGL073W_idr_1,1.473197418,
min,YGL073W_idr_10,-2.405561595,,max,YGL073W_idr_10,7.024317584,
min,YGL073W_idr_12,-5.379998029,,max,YGL073W_idr_12,3.94888273,
min,YGL073W_idr_14,-12.79233488,,max,YGL073W_idr_14,5.732141911,
min,YGL073W_idr_3,-4.882932104,,max,YGL073W_idr_3,2.521883025,
min,YGL077C_idr_1,-11.04267886,,max,YGL077C_idr_1,1.795827202,
min,YGL077C_idr_2,-9.463461064,,max,YGL077C_idr_2,2.077768,
min,YGL078C_idr_1,-6.264173845,,max,YGL078C_idr_1,5.902558691,
min,YGL079W_idr_1,-8.695303912,,max,YGL079W_idr_1,4.352309877,
min,YGL082W_idr_4,-4.671658886,,max,YGL082W_idr_4,3.96584629,
min,YGL082W_idr_5,-4.100503905,,max,YGL082W_idr_5,4.991183095,
min,YGL083W_idr_4,-11.18468636,,max,YGL083W_idr_4,6.287665725,
min,YGL084C_idr_1,-2.3545932,,max,YGL084C_idr_1,5.807935278,
min,YGL090W_idr_2,-3.362030351,,max,YGL090W_idr_2,2.611267243,
min,YGL090W_idr_5,-8.256059562,,max,YGL090W_idr_5,4.811651371,
min,YGL092W_idr_1,-7.887911192,,max,YGL092W_idr_1,5.978708076,
min,YGL092W_idr_3,-4.78930328,,max,YGL092W_idr_3,2.898923503,
min,YGL093W_idr_1,-4.146455853,,max,YGL093W_idr_1,2.627781854,
min,YGL094C_idr_12,-3.675621198,,max,YGL094C_idr_12,3.222736455,
min,YGL096W_idr_2,-3.540753216,,max,YGL096W_idr_2,4.250110139,
min,YGL096W_idr_3,-4.120152657,,max,YGL096W_idr_3,4.801134621,
min,YGL099W_idr_1,-6.328068813,,max,YGL099W_idr_1,2.323448605,
min,YGL099W_idr_5,-11.88136113,,max,YGL099W_idr_5,0.991004954,
min,YGL099W_idr_6,-11.07470502,,max,YGL099W_idr_6,4.835319161,
min,YGL103W_idr_1,-8.308958786,,max,YGL103W_idr_1,1.344023016,
min,YGL107C_idr_1,-9.947701929,,max,YGL107C_idr_1,7.11912544,
min,YGL107C_idr_2,-2.641218709,,max,YGL107C_idr_2,4.716204384,
min,YGL108C_idr_1,-7.414804465,,max,YGL108C_idr_1,3.671850807,
min,YGL110C_idr_5,-8.070598062,,max,YGL110C_idr_5,2.372339679,
min,YGL110C_idr_7,-8.037737211,,max,YGL110C_idr_7,1.961102605,
min,YGL111W_idr_3,-13.90441567,,max,YGL111W_idr_3,1.676689914,
min,YGL112C_idr_3,-5.690514825,,max,YGL112C_idr_3,4.233366047,
min,YGL113W_idr_3,-1.91136656,,max,YGL113W_idr_3,2.611478297,
min,YGL113W_idr_4,-7.948980846,,max,YGL113W_idr_4,2.427990067,
min,YGL113W_idr_6,-9.061673437,,max,YGL113W_idr_6,2.497180526,
min,YGL113W_idr_8,-9.977606758,,max,YGL113W_idr_8,1.85861686,
min,YGL114W_idr_2,-3.852610866,,max,YGL114W_idr_2,2.961837574,
min,YGL114W_idr_3,-12.22503766,,max,YGL114W_idr_3,3.069302583,
min,YGL116W_idr_1,-8.460049517,,max,YGL116W_idr_1,3.156251847,
min,YGL119W_idr_1,-13.44538543,,max,YGL119W_idr_1,3.318626159,
min,YGL120C_idr_1,-7.193306272,,max,YGL120C_idr_1,2.447487067,
min,YGL122C_idr_2,-11.40906639,,max,YGL122C_idr_2,5.463531528,
min,YGL122C_idr_3,-5.670628087,,max,YGL122C_idr_3,1.614956417,
min,YGL122C_idr_5,-11.2902046,,max,YGL122C_idr_5,4.568158067,
min,YGL124C_idr_1,-6.942582563,,max,YGL124C_idr_1,7.736238399,
min,YGL129C_idr_1,-5.565804426,,max,YGL129C_idr_1,2.954680582,
min,YGL130W_idr_2,-11.32297407,,max,YGL130W_idr_2,5.061413862,
min,YGL131C_idr_1,-5.901929249,,max,YGL131C_idr_1,3.7273811,
min,YGL131C_idr_21,-7.360258342,,max,YGL131C_idr_21,2.070000279,
min,YGL131C_idr_26,-2.937418189,,max,YGL131C_idr_26,4.471636631,
min,YGL131C_idr_3,-7.410129492,,max,YGL131C_idr_3,4.996881587,
min,YGL131C_idr_4,-8.517080381,,max,YGL131C_idr_4,6.743361132,
min,YGL131C_idr_5,-2.441790765,,max,YGL131C_idr_5,3.142316962,
min,YGL133W_idr_11,-12.27542672,,max,YGL133W_idr_11,9.628409465,
min,YGL133W_idr_12,-9.448001148,,max,YGL133W_idr_12,1.712066512,
min,YGL133W_idr_2,-10.30194172,,max,YGL133W_idr_2,1.793203459,
min,YGL133W_idr_3,-6.098954573,,max,YGL133W_idr_3,8.511223,
min,YGL133W_idr_5,-3.543161362,,max,YGL133W_idr_5,3.543298706,
min,YGL133W_idr_6,-5.157912744,,max,YGL133W_idr_6,2.659177237,
min,YGL133W_idr_8,-5.385162833,,max,YGL133W_idr_8,8.216736311,
min,YGL134W_idr_5,-6.153542335,,max,YGL134W_idr_5,5.097573343,
min,YGL137W_idr_3,-7.520372708,,max,YGL137W_idr_3,3.789005324,
min,YGL139W_idr_2,-4.455752218,,max,YGL139W_idr_2,10.7327852,
min,YGL140C_idr_3,-4.574201643,,max,YGL140C_idr_3,2.593338464,
min,YGL140C_idr_5,-6.935536912,,max,YGL140C_idr_5,4.259519015,
min,YGL140C_idr_6,-4.000763489,,max,YGL140C_idr_6,2.442272204,
min,YGL140C_idr_9,-10.02482801,,max,YGL140C_idr_9,2.095581178,
min,YGL141W_idr_3,-8.832608246,,max,YGL141W_idr_3,2.519573561,
min,YGL143C_idr_1,-7.786174087,,max,YGL143C_idr_1,4.216056498,
min,YGL144C_idr_8,-12.56619726,,max,YGL144C_idr_8,4.794604155,
min,YGL150C_idr_1,-3.681572425,,max,YGL150C_idr_1,3.63619489,
min,YGL150C_idr_17,-4.358878557,,max,YGL150C_idr_17,5.527274309,
min,YGL150C_idr_3,-3.480090513,,max,YGL150C_idr_3,11.89501542,
min,YGL150C_idr_9,-4.320270511,,max,YGL150C_idr_9,3.294751116,
min,YGL151W_idr_5,-3.440263744,,max,YGL151W_idr_5,3.036713762,1704-1803
min,YGL151W_idr_6,-8.127598063,,max,YGL151W_idr_6,3.509610677,
min,YGL151W_idr_8,-4.871827836,,max,YGL151W_idr_8,2.16123237,
min,YGL153W_idr_3,-3.92227128,,max,YGL153W_idr_3,5.662149539,
min,YGL158W_idr_3,-6.295678808,,max,YGL158W_idr_3,4.980121879,
min,YGL158W_idr_8,-4.76613004,,max,YGL158W_idr_8,7.505078395,
min,YGL160W_idr_3,-7.689143806,,max,YGL160W_idr_3,3.193497124,
min,YGL161C_idr_3,-17.68504435,,max,YGL161C_idr_3,3.473576965,
min,YGL162W_idr_4,-8.798723703,,max,YGL162W_idr_4,6.886373352,
min,YGL163C_idr_1,-3.150973104,,max,YGL163C_idr_1,2.126369964,
min,YGL163C_idr_3,-11.69032862,,max,YGL163C_idr_3,1.27080662,
min,YGL163C_idr_8,-8.272164097,,max,YGL163C_idr_8,4.677843216,
min,YGL166W_idr_3,-6.236234398,,max,YGL166W_idr_3,11.60703044,
min,YGL167C_idr_1,-2.721350405,,max,YGL167C_idr_1,1.412686661,
min,YGL171W_idr_1,-10.86222551,,max,YGL171W_idr_1,4.586094906,
min,YGL171W_idr_4,-5.595570841,,max,YGL171W_idr_4,2.082443949,
min,YGL172W_idr_1,-13.27912624,,max,YGL172W_idr_1,7.213540813,
min,YGL173C_idr_10,-16.37974611,,max,YGL173C_idr_10,4.101047185,
min,YGL173C_idr_13,-5.021982395,,max,YGL173C_idr_13,1.797250376,
min,YGL174W_idr_1,-13.80298279,,max,YGL174W_idr_1,1.965154664,
min,YGL178W_idr_1,-5.592555091,,max,YGL178W_idr_1,7.139365535,
min,YGL178W_idr_6,-11.69096764,,max,YGL178W_idr_6,5.745615573,
min,YGL178W_idr_9,-3.851472522,,max,YGL178W_idr_9,7.612552082,
min,YGL179C_idr_1,-2.284597471,,max,YGL179C_idr_1,7.85155583,
min,YGL179C_idr_6,-3.871281601,,max,YGL179C_idr_6,9.365866683,
